32.6314, -84.8014
47.3222, -116.56
39.9844, -84.0006
38.8369, -85.8572
30.2694, -90.9383
43.6569, -72.9742
34.2894, -77.7878
35.6264, -86.6933
38.9514, -94.4014
39.3639, -76.8944
39.56, -76.0717
37.9417, -81.7047
39.0928, -89.8039
42.2386, -88.1117
37.0872, -83.6772
32.9369, -108.969
44.4258, -69.0069
35.1511, -87.9381
36.3475, -83.99
43.8119, -83.3972
44.5203, -85.9439
34.0308, -79.3558
39.4194, -76.5558
35.9186, -84.5119
33.0117, -84.9381
36.8817, -76.0503
42.3664, -77.6825
35.7869, -80.3022
38.0694, -85.9175
43.1439, -88.5972
39.265, -120.91
37.5681, -77.7119
39.3131, -82.9336
44.6978, -122.073
39.5461, -104.67
41.3217, -75.3058
38.4172, -121.946
42.7344, -71.325
39.9508, -75.4133
34.0336, -117.042
39.7983, -76.6794
37.8647, -107.882
43.1861, -95.595
40.6122, -77.1958
40.4611, -86.7333
42.5242, -84.1908
35.9978, -86.7028
41.1869, -87.4483
37.9747, -88.1203
39.0139, -76.4875
31.1483, -92.8464
40.8917, -76.7978
43.3736, -112.053
32.4894, -95.1669
39.7167, -75.6583
45.2008, -122.445
34.4017, -88.8728
38.5133, -78.0981
36.5836, -94.4561
48.0844, -116.073
35.6467, -80.6375
41.9144, -117.814
30.8744, -87.8925
33.6486, -85.6558
38.3164, -75.1292
36.51, -79.4719
32.9486, -93.2253
21.4022, -157.739
35.9642, -91.985
37.1514, -84.4369
43.8019, -83.0008
40.72, -123.738
44.0556, -69.0872
37.25, -76.6194
44.2511, -116.968
33.6322, -92.7667
40.6247, -79.7406
42.5053, -74.5519
33.3436, -86.1494
37.8783, -88.3933
39.0603, -77.1306
38.6767, -120.875
39.5514, -76.4814
40.1389, -105.024
46.8842, -114.081
35.0647, -82.6297
46.4425, -98.7894
38.4731, -76.6081
31.1503, -81.3697
42.1567, -70.925
40.4664, -91.0006
48.6875, -122.956
45.5953, -96.8331
41.785, -69.9708
37.6761, -81.6633
41.8094, -96.0208
37.4406, -122.256
40.0411, -86.8744
33.4042, -111.645
36.0228, -95.9681
41.0272, -81.9658
40.7617, -83.5375
37.7572, -83.3011
43.8025, -71.0942
32.9042, -88.9064
42.2722, -71.0208
31.2128, -81.5261
35.2431, -95.5275
40.2169, -84.5789
39.5167, -75.5769
39.0603, -76.5231
39.2989, -96.8306
35.0886, -92.4419
45.3711, -93.9728
33.3817, -84.5417
36.04, -86.7436
34.0444, -92.1403
33.9208, -80.8417
40.8517, -74.2294
40.6028, -111.583
35.0856, -77.0761
33.9417, -86.255
30.8497, -97.0806
34.4778, -82.0111
38.7564, -76.6569
57.9608, -136.227
41.3708, -76.4856
37.6192, -75.7642
36.4836, -81.4992
34.3861, -82.3861
40.1022, -80.5297
45.0419, -93.7889
34.4514, -88.7769
30.1078, -90.9428
39.4261, -76.6325
40.6756, -73.0297
40.8622, -81.8619
35.5919, -114.272
37.8275, -80.8453
30.7208, -86.1153
41.9317, -73.5344
39.1592, -89.9897
39.7094, -75.7772
29.3778, -97.8108
39.9608, -80.5264
40.0981, -81.2133
40.6217, -111.836
41.3239, -111.867
41.9742, -75.0553
38.6517, -94.0069
33.1042, -85.0386
34.9803, -101.918
39.9247, -85.2519
34.0581, -117.684
47.3822, -122.482
39.4403, -77.2083
38.4219, -77.4697
40.1458, -76.7819
42.7347, -76.3936
34.2164, -97.4044
32.6861, -85.5772
39.6464, -76.0756
38.5989, -75.9264
40.5786, -111.824
31.1353, -86.0919
34.0281, -84.4172
38.7731, -119.817
40.3994, -74.0358
32.5369, -93.9014
27.2936, -80.3506
39.565, -75.8022
41.3031, -72.2072
30.6144, -94.4083
38.8061, -87.1522
41.96, -80.1411
43.6619, -91.2183
47.9556, -104.548
39.6025, -82.0883
40.3467, -120.904
36.6142, -83.8306
40.5611, -111.869
43.5947, -96.5717
44.1531, -93.5417
40.7625, -73.4536
43.9889, -69.6408
36.0972, -86.6547
34.9553, -91.1161
37.0158, -90.0781
32.0789, -81.1461
34.8886, -120.314
44.5386, -91.1044
42.5406, -92.4408
30.7419, -82.9186
29.1917, -98.2753
34.1175, -80.9419
39.8892, -75.305
40.0042, -75.8211
40.2325, -74.6822
41.3372, -75.8653
34.7642, -77.3467
37.5667, -122.344
38.8781, -76.9211
38.9231, -77.0925
40.0447, -121.976
48.0206, -107.56
29.5478, -98.2908
37.3058, -78.4889
30.4869, -95.9867
39.54, -121.687
38.8644, -77.0975
35.0561, -77.2064
41.2539, -72.9653
30.5325, -91.9528
44.5322, -69.4431
40.3189, -88.2331
42.255, -92.0925
41.5036, -76.4592
34.7236, -112.761
34.2219, -85.2428
35.7211, -80.3992
32.2894, -94.8683
43.0922, -89.3439
44.2858, -68.3992
42.0428, -76.4489
46.175, -103.234
39.2764, -122.19
39.1583, -76.5872
41.2228, -112.001
40.9997, -75.9058
39.6056, -78.9433
39.7042, -76.8547
39.6806, -75.7653
39.6122, -86.2936
37.0536, -90.5436
37.9919, -86.0175
37.5828, -77.2914
26.0775, -97.4942
36.3433, -106.188
45.3661, -68.0964
34.2167, -85.5264
37.8589, -81.0539
41.0061, -76.4103
46.1381, -111.4
39.2925, -90.7492
38.7572, -82.4789
43.4461, -105.886
47.3894, -122.044
34.8781, -97.7081
32.4361, -93.8036
37.9164, -84.9233
38.5717, -90.46
39.4081, -122.191
31.0147, -92.2872
41.5633, -73.8494
30.7328, -90.9906
39.1186, -85.3314
36.0403, -79.6831
30.0097, -84.7556
39.2878, -81.5331
45.57, -93.5814
37.9058, -101.465
39.5236, -76.4389
39.6583, -87.4733
30.1111, -83.7247
42.7244, -73.7589
38.0586, -80.3678
35.5192, -84.6094
38.8242, -76.7286
34.5794, -79.5467
40.4489, -89.3706
37.6469, -94.0919
30.1356, -90.9522
44.7403, -88.4447
37.4394, -92.7797
37.8608, -81.8778
39.9561, -75.0583
44.0153, -86.4717
43.1786, -95.7622
28.9603, -95.8228
42.1017, -76.2881
33.6064, -84.3353
39.1956, -76.9778
44.3775, -121.652
39.5506, -77.6789
33.7786, -78.7925
65.0742, -147.67
40.6336, -79.84
37.3503, -82.0708
44.6833, -72.9142
38.2386, -121.559
37.9139, -92.3317
41.2339, -120.466
31.6356, -85.6111
37.3161, -78.0489
31.0728, -96.9783
34.9644, -91.9964
42.4258, -90.7181
35.3975, -89.0175
28.47, -82.6033
30.3131, -91.7903
29.71, -89.9922
26.8828, -98.8933
41.7872, -72.7667
44.9272, -89.9633
43.6375, -94.1019
22.2161, -159.543
44.3503, -72.7428
46.4736, -93.8986
32.2894, -94.8683
36.0533, -80.3447
39.9433, -112.195
32.0889, -91.5903
36.6614, -93.1417
40.27, -76.8317
38.7367, -75.9542
44.9803, -68.3969
37.0094, -110.202
42.7906, -74.5194
31.3122, -89.9158
33.2306, -88.0939
40.4164, -86.4686
40.1517, -75.3369
39.9972, -96.35
41.5692, -74.1458
33.7122, -86.9744
40.6417, -111.996
31.9592, -81.1378
29.4, -103.333
39.0119, -80.2764
34.2144, -83.8297
44.3008, -75.8017
43.105, -88.3419
42.8461, -88.9192
20.0411, -155.831
36.5158, -118.902
38.355, -76.4656
41.2175, -106.778
42.5436, -71.2272
29.2519, -82.1158
38.4692, -76.7306
38.6794, -86.8044
38.5494, -90.2006
41.6728, -78.6814
39.525, -77.4178
33.7342, -79.9678
44.2544, -74.3369
35.9028, -80.2572
36.9514, -121.733
43.6078, -106.201
37.7806, -80.3942
35.1867, -106.618
48.4464, -101.124
41.6717, -70.4392
25.8567, -80.2372
41.8889, -83.7789
36.8656, -104.456
32.5508, -84.8706
40.7467, -79.8467
41.5336, -72.0578
39.4889, -76.2492
36.6186, -82.2439
40.8658, -90.7483
31.4558, -81.7044
39.5233, -76.9136
40.5894, -85.6742
38.4553, -81.9569
41.4092, -112.035
30.7653, -89.1436
45.0011, -68.8811
41.9169, -70.8414
35.2144, -106.119
34.8242, -89.7683
34.0303, -78.0675
39.5186, -104.761
36.9047, -80.0833
42.3044, -78.7164
37.42, -79.2114
32.7811, -115.447
47.0894, -117.043
34.0886, -89.3847
39.3169, -77.2742
38.3381, -90.9697
34.9758, -84.3781
36.7983, -102.161
47.8997, -122.098
38.7669, -90.4114
36.4419, -81.0183
41.0167, -109.769
35.0525, -78.8786
37.3092, -80.0303
34.6736, -84.3444
34.9636, -76.945
30.3369, -91.8531
43.8286, -103.686
38.0494, -78.6297
44.4778, -68.3458
36.9333, -82.6292
45.3711, -93.9728
41.5828, -83.8544
40.8322, -92.5906
44.8814, -69.3175
38.3958, -91.8797
34.7428, -86.1594
40.7456, -76.7894
35.5319, -92.3364
40.2447, -80.1744
34.2236, -84.13
32.9397, -79.6575
19.0703, -155.614
43.7744, -101.716
37.4275, -87.97
29.3394, -98.5156
33.5925, -93.2764
41.0925, -84.3244
40.0144, -74.3117
29.6775, -81.4611
40.0833, -97.0981
39.9422, -76.6036
35.9464, -84.0572
44.7475, -70.4386
42.7342, -90.4783
43.7461, -93.7286
42.5242, -74.41
39.1381, -76.565
43.025, -108.379
38.0394, -86.8417
41.5222, -72.9361
33.4597, -111.981
41.8314, -71.7511
37.0708, -84.8028
36.5281, -121.803
40.1097, -104.565
38.6306, -76.9506
39.1817, -76.6975
38.2831, -85.6439
32.4275, -81.0089
40.6872, -92.9589
37.6725, -96.6425
32.0264, -92.1389
41.1606, -111.916
34.9978, -81.0606
37.0783, -81.5478
39.1289, -76.6261
43.3222, -74.9789
41.8233, -90.5381
42.9878, -88.3183
35.6269, -78.2103
44.1014, -75.6547
45.085, -100.8
46.0394, -94.0631
